,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
7572,6,82,8,1,7,91,100.0,Placed
7573,2,92,5,2,20,73,95.22,Placed
7574,6,60,5,11,20,87,100.0,Placed
7575,4,66,5,7,16,80,87.54,Placed
7576,9,85,4,3,3,87,98.7,Placed
7577,1,45,7,8,16,59,72.94,Placed
7578,8,77,4,4,15,95,100.0,Placed
7579,5,88,4,10,20,81,85.87,Placed
7580,1,50,4,10,14,44,39.63,Not Placed
7581,4,86,7,8,14,71,98.29,Placed
7582,1,80,6,2,7,59,90.65,Placed
7583,6,92,8,5,16,74,100.0,Placed
7584,2,56,6,6,18,88,90.69,Placed
7585,5,95,6,1,0,87,100.0,Placed
7586,7,78,4,1,12,63,100.0,Placed
7587,2,46,6,9,5,71,69.58,Not Placed
7588,6,69,4,5,9,39,83.36,Placed
7589,6,60,4,4,0,48,40.48,Not Placed
7590,5,40,8,1,11,67,83.61,Placed
7591,5,64,5,3,18,61,100.0,Placed
7592,3,71,4,4,14,39,81.25,Placed
7593,10,98,6,11,20,85,100.0,Placed
7594,10,96,8,11,4,88,91.4,Placed
7595,11,47,9,5,1,91,100.0,Placed
7596,2,44,9,10,18,78,70.08,Placed
7597,7,69,9,5,13,49,91.48,Placed
7598,1,90,6,10,8,37,71.89,Placed
7599,6,47,5,8,0,35,47.93,Not Placed
7600,6,88,7,3,12,58,94.93,Placed
7601,3,58,5,7,16,46,72.13,Placed
7602,2,83,8,6,1,79,83.89,Placed
7603,2,98,5,10,13,48,71.61,Placed
7604,9,94,9,11,19,91,100.0,Placed
7605,11,69,5,10,5,76,91.39,Placed
7606,5,54,8,10,5,54,58.87,Not Placed
7607,7,75,8,11,17,92,100.0,Placed
7608,5,94,9,6,18,48,98.22,Placed
7609,7,83,6,10,8,48,88.9,Placed
7610,4,66,4,9,14,79,100.0,Placed
7611,8,52,7,7,6,87,84.32,Placed
7612,11,53,7,11,5,69,99.07,Placed
7613,10,76,9,7,4,95,100.0,Placed
7614,11,93,7,11,18,90,100.0,Placed
7615,10,87,5,1,19,53,100.0,Placed
7616,7,69,8,1,0,54,62.1,Not Placed
7617,10,78,8,9,20,76,100.0,Placed
7618,5,86,9,9,6,78,83.25,Placed
7619,11,52,8,11,17,57,100.0,Placed
7620,6,97,4,10,7,68,84.73,Placed
7621,5,55,8,3,11,35,74.92,Placed
7622,7,83,8,11,9,38,72.0,Placed
7623,2,46,5,11,5,74,71.34,Placed
7624,5,87,6,8,15,51,92.88,Placed
7625,10,94,7,9,18,60,100.0,Placed
7626,3,94,5,1,17,48,88.05,Placed
7627,9,66,5,3,12,80,100.0,Placed
7628,6,84,5,6,19,85,93.65,Placed
7629,10,100,7,4,6,66,100.0,Placed
7630,3,94,9,8,6,70,100.0,Placed
7631,7,74,5,9,15,54,99.71,Placed
7632,4,54,6,7,9,50,64.47,Not Placed
7633,3,67,9,11,14,85,95.81,Placed
7634,8,74,8,1,13,53,92.21,Placed
7635,4,46,6,2,11,79,83.46,Placed
7636,11,89,9,1,14,73,100.0,Placed
7637,1,85,8,9,7,58,76.29,Placed
7638,6,89,8,4,6,48,82.02,Placed
7639,10,90,5,10,20,63,100.0,Placed
7640,11,85,5,8,8,76,100.0,Placed
7641,11,59,7,5,13,48,100.0,Placed
7642,1,71,4,5,6,86,73.06,Placed
7643,5,77,6,5,11,45,83.18,Placed
7644,7,100,7,11,13,45,99.71,Placed
7645,6,79,7,5,10,81,97.08,Placed
7646,2,71,6,3,18,74,89.06,Placed
7647,11,65,9,6,5,58,89.34,Placed
7648,4,97,6,1,2,56,88.33,Placed
7649,11,78,8,8,5,83,100.0,Placed
7650,2,59,4,4,8,89,65.7,Not Placed
7651,11,57,9,6,1,89,100.0,Placed
7652,1,89,5,2,5,55,84.3,Placed
7653,3,54,4,2,13,40,66.7,Not Placed
7654,3,91,4,8,18,48,88.11,Placed
7655,7,61,5,1,3,43,71.68,Placed
7656,1,90,4,8,13,69,65.02,Not Placed
7657,9,61,9,10,20,78,100.0,Placed
7658,11,92,9,10,9,70,100.0,Placed
7659,6,60,9,1,5,59,100.0,Placed
7660,4,41,7,9,10,49,79.72,Placed
7661,3,79,7,1,12,79,100.0,Placed
7662,3,92,9,4,17,92,100.0,Placed
7663,2,82,5,9,19,62,75.98,Placed
7664,2,57,5,1,13,84,87.78,Placed
7665,10,62,6,9,19,48,100.0,Placed
7666,5,52,6,8,19,47,99.67,Placed
7667,9,80,9,5,10,75,100.0,Placed
7668,2,48,4,6,20,65,75.07,Placed
7669,2,88,4,5,4,39,48.81,Not Placed
7670,6,46,5,4,7,53,74.69,Placed
7671,10,80,4,10,3,42,93.06,Placed
7672,2,93,8,4,11,47,77.52,Placed
7673,4,40,7,10,5,75,74.19,Placed
7674,6,41,4,8,7,51,77.27,Placed
7675,5,43,4,8,3,66,58.22,Not Placed
7676,1,53,6,9,19,39,63.47,Not Placed
7677,6,71,8,3,9,43,100.0,Placed
7678,1,75,4,10,10,77,72.02,Placed
7679,3,41,7,8,14,68,93.21,Placed
7680,10,79,4,3,4,79,100.0,Placed
7681,5,89,5,2,2,35,83.05,Placed
7682,10,90,8,2,14,74,100.0,Placed
7683,5,53,4,9,1,49,62.09,Not Placed
7684,10,59,8,4,1,88,100.0,Placed
7685,6,64,4,5,7,66,69.39,Not Placed
7686,10,81,7,2,13,68,100.0,Placed
7687,8,88,7,9,8,69,99.87,Placed
7688,5,47,8,7,4,87,88.37,Placed
7689,11,67,9,3,11,83,100.0,Placed
7690,1,85,6,6,9,84,62.57,Not Placed
7691,5,60,6,7,0,93,75.65,Placed
7692,3,62,5,6,18,62,85.28,Placed
7693,4,71,9,10,10,51,85.25,Placed
7694,8,47,6,11,16,80,100.0,Placed
7695,7,70,8,10,2,45,66.94,Not Placed
7696,11,76,6,6,0,57,87.14,Placed
7697,5,55,5,8,16,89,88.55,Placed
7698,2,79,4,8,5,60,51.89,Not Placed
7699,6,81,6,5,12,80,88.09,Placed
7700,11,66,8,4,19,39,100.0,Placed
7701,6,79,8,11,3,60,100.0,Placed
7702,10,80,5,5,4,40,98.69,Placed
7703,10,57,5,9,14,95,100.0,Placed
7704,11,74,7,10,13,85,100.0,Placed
7705,6,88,7,6,18,77,100.0,Placed
7706,9,91,7,3,14,68,100.0,Placed
7707,11,54,4,3,11,76,100.0,Placed
7708,8,92,8,1,17,47,100.0,Placed
7709,8,66,7,5,13,59,98.08,Placed
7710,1,56,8,6,9,36,44.41,Not Placed
7711,5,79,5,8,7,48,68.83,Not Placed
7712,7,41,4,11,3,51,79.85,Placed
7713,6,88,5,9,17,75,100.0,Placed
7714,5,89,8,7,7,74,96.02,Placed
7715,8,70,9,1,3,74,100.0,Placed
7716,3,100,9,7,10,73,100.0,Placed
7717,6,76,7,10,4,59,75.88,Placed
7718,5,80,9,9,9,61,76.76,Placed
7719,8,80,5,4,5,82,98.0,Placed
7720,4,73,9,11,3,85,78.32,Placed
7721,8,73,6,7,17,58,100.0,Placed
7722,10,90,4,9,20,83,100.0,Placed
7723,2,94,8,1,16,67,91.4,Placed
7724,9,98,7,10,6,61,87.86,Placed
7725,9,42,5,9,8,79,77.84,Placed
7726,10,56,4,4,2,65,93.45,Placed
7727,10,53,7,8,8,82,95.53,Placed
7728,6,53,5,3,3,72,81.71,Placed
7729,4,85,9,2,18,49,100.0,Placed
7730,4,77,8,8,8,78,92.15,Placed
7731,6,74,6,8,19,90,100.0,Placed
7732,5,40,6,3,5,74,66.56,Not Placed
7733,6,87,9,8,10,92,100.0,Placed
7734,7,68,8,11,14,35,79.19,Placed
7735,7,43,4,11,5,45,80.54,Placed
7736,9,100,8,6,19,49,100.0,Placed
7737,8,72,9,10,9,67,89.76,Placed
7738,6,56,5,9,17,91,83.95,Placed
7739,6,67,4,10,15,82,96.23,Placed
7740,5,89,6,6,3,66,88.91,Placed
7741,1,65,9,8,19,59,69.25,Not Placed
7742,9,47,5,2,12,73,100.0,Placed
7743,9,73,9,1,4,67,100.0,Placed
7744,9,98,7,10,19,63,100.0,Placed
7745,11,57,7,10,18,92,100.0,Placed
7746,8,70,7,2,17,68,100.0,Placed
7747,10,98,6,4,19,42,100.0,Placed
7748,3,66,8,10,16,90,79.12,Placed
7749,1,55,4,9,15,45,68.42,Not Placed
7750,11,97,6,7,0,47,100.0,Placed
7751,8,49,5,9,20,39,87.79,Placed
7752,7,79,5,9,0,84,67.29,Not Placed
7753,5,51,7,9,19,53,91.52,Placed
7754,10,61,4,8,13,55,81.22,Placed
7755,7,55,7,6,1,37,70.75,Placed
7756,10,51,5,11,14,60,91.22,Placed
7757,4,50,5,10,2,67,50.3,Not Placed
7758,9,59,8,7,12,64,100.0,Placed
7759,11,90,8,2,18,56,100.0,Placed
7760,10,40,8,11,0,39,84.99,Placed
7761,2,66,7,1,12,53,79.72,Placed
7762,9,42,9,5,14,43,100.0,Placed
7763,9,51,4,8,15,92,100.0,Placed
7764,5,69,8,3,10,58,88.4,Placed
7765,11,48,6,7,2,73,100.0,Placed
7766,1,92,8,5,7,46,73.34,Placed
7767,7,100,7,10,5,80,100.0,Placed
7768,10,93,4,8,4,95,100.0,Placed
7769,10,76,8,6,14,82,100.0,Placed
7770,4,40,4,6,8,79,61.96,Not Placed
7771,9,81,6,7,4,61,85.66,Placed
7772,6,88,5,7,20,84,100.0,Placed
7773,3,43,4,4,9,76,78.0,Placed
7774,6,54,9,10,5,87,76.5,Placed
7775,10,90,8,10,10,55,100.0,Placed
7776,6,66,7,10,3,72,73.65,Placed
7777,5,47,9,8,19,88,96.79,Placed
7778,2,99,9,6,11,69,72.03,Placed
7779,10,99,7,11,19,66,100.0,Placed
7780,10,62,7,8,5,93,100.0,Placed
7781,2,54,7,7,0,70,63.45,Not Placed
7782,7,66,9,1,17,67,100.0,Placed
7783,2,70,4,4,1,77,69.04,Not Placed
7784,6,78,7,7,4,51,80.34,Placed
7785,5,86,5,9,15,39,90.06,Placed
7786,4,47,9,2,11,78,100.0,Placed
7787,7,69,9,5,11,54,90.01,Placed
7788,8,97,9,9,10,57,100.0,Placed
7789,4,94,6,9,19,73,90.8,Placed
7790,1,81,4,6,18,38,86.41,Placed
7791,1,57,4,7,20,60,70.34,Placed
7792,1,43,7,9,6,64,57.07,Not Placed
7793,11,86,9,10,1,82,100.0,Placed
7794,1,82,9,8,5,81,91.21,Placed
7795,5,61,7,10,3,80,61.93,Not Placed
7796,4,42,4,6,1,63,65.5,Not Placed
7797,9,54,7,6,16,68,90.7,Placed
7798,3,74,7,7,7,44,56.49,Not Placed
7799,7,86,7,7,4,54,84.79,Placed
7800,11,77,7,2,9,58,100.0,Placed
7801,8,72,7,9,15,68,100.0,Placed
7802,6,53,8,4,1,71,81.47,Placed
7803,10,87,8,10,18,47,100.0,Placed
7804,1,40,9,9,6,57,56.9,Not Placed
7805,8,92,9,11,1,44,94.9,Placed
7806,10,88,8,10,12,56,100.0,Placed
7807,3,65,4,3,3,79,55.59,Not Placed
7808,8,47,6,5,15,48,94.75,Placed
7809,4,89,4,5,9,59,82.65,Placed
7810,8,55,9,7,16,52,100.0,Placed
7811,11,77,8,4,20,54,100.0,Placed
7812,1,49,4,11,13,89,77.06,Placed
7813,3,81,6,4,11,62,65.77,Not Placed
7814,6,76,7,1,12,42,89.38,Placed
7815,9,65,5,6,19,39,100.0,Placed
7816,2,67,8,4,7,55,76.0,Placed
7817,11,51,8,11,16,54,100.0,Placed
7818,1,59,6,10,17,91,98.71,Placed
7819,10,88,7,10,20,78,100.0,Placed
7820,3,53,7,5,9,50,75.51,Placed
7821,4,85,5,11,12,92,79.32,Placed
7822,11,74,7,9,1,54,85.68,Placed
7823,5,68,6,4,16,85,100.0,Placed
7824,3,51,9,1,5,59,61.01,Not Placed
7825,10,91,7,11,11,41,100.0,Placed
7826,11,57,9,9,12,59,100.0,Placed
7827,2,83,9,5,3,70,95.74,Placed
7828,2,41,6,10,14,85,81.84,Placed
7829,7,41,8,11,15,44,86.46,Placed
7830,9,98,8,7,20,74,100.0,Placed
7831,10,56,8,3,18,50,100.0,Placed
7832,2,49,4,4,14,38,43.92,Not Placed
7833,7,57,8,10,5,44,83.6,Placed
7834,7,61,6,9,19,85,100.0,Placed
7835,11,58,5,10,5,82,98.36,Placed
7836,7,97,7,1,4,65,97.1,Placed
7837,3,92,8,11,1,46,55.04,Not Placed
7838,7,40,4,5,19,54,92.02,Placed
7839,1,63,9,8,1,66,61.3,Not Placed
7840,10,100,4,10,4,36,93.39,Placed
7841,1,75,6,7,2,94,56.36,Not Placed
7842,5,64,5,4,5,45,80.99,Placed
7843,2,75,8,7,10,54,72.72,Placed
7844,9,70,8,1,4,57,100.0,Placed
7845,7,70,4,6,17,47,86.68,Placed
7846,4,41,6,9,13,69,81.24,Placed
7847,4,58,4,3,9,51,90.08,Placed
7848,2,92,4,4,2,44,67.29,Not Placed
7849,5,51,5,8,15,74,83.38,Placed
7850,4,49,6,5,15,72,70.47,Placed
7851,1,70,5,5,10,48,57.08,Not Placed
7852,8,84,6,1,3,53,88.22,Placed
7853,3,100,8,6,10,66,96.35,Placed
7854,6,61,7,2,7,90,93.83,Placed
7855,4,62,9,1,15,88,100.0,Placed
7856,9,91,7,6,7,67,100.0,Placed
7857,7,62,6,5,8,91,100.0,Placed
7858,9,54,7,5,13,77,100.0,Placed
7859,10,65,4,9,7,59,86.73,Placed
7860,3,42,8,10,15,59,61.11,Not Placed
7861,1,62,9,10,1,48,53.76,Not Placed
7862,5,59,9,3,19,79,100.0,Placed
7863,3,100,9,1,18,78,100.0,Placed
7864,6,84,8,8,19,88,100.0,Placed
7865,8,79,7,5,19,72,100.0,Placed
7866,11,96,9,11,18,95,100.0,Placed
7867,4,78,9,5,18,70,100.0,Placed
7868,5,95,6,8,17,58,100.0,Placed
7869,5,47,4,8,12,75,70.62,Placed
7870,4,57,6,11,16,94,67.9,Not Placed
7871,4,80,7,2,0,73,80.84,Placed
7872,4,45,8,3,20,73,100.0,Placed
7873,4,66,8,10,4,47,73.48,Placed
7874,4,75,6,10,19,36,61.77,Not Placed
7875,5,54,5,1,20,68,100.0,Placed
7876,2,76,6,3,12,94,100.0,Placed
7877,2,97,5,4,5,49,73.67,Placed
7878,9,44,6,11,9,92,84.79,Placed
7879,2,78,5,7,8,82,75.5,Placed
7880,6,48,5,9,5,93,70.77,Placed
7881,2,46,9,5,0,36,35.08,Not Placed
7882,5,80,9,1,17,86,100.0,Placed
7883,4,59,5,2,6,59,76.09,Placed
7884,7,49,5,10,9,39,61.5,Not Placed
7885,7,65,4,2,11,68,94.45,Placed
7886,6,43,5,9,20,86,100.0,Placed
7887,10,77,9,10,14,73,100.0,Placed
7888,5,63,5,7,16,39,76.13,Placed
7889,1,53,8,2,2,77,65.88,Not Placed
7890,3,80,4,1,14,42,96.63,Placed
7891,9,40,5,5,0,83,98.14,Placed
7892,1,56,9,1,10,48,47.3,Not Placed
7893,5,84,9,9,5,63,80.25,Placed
7894,2,63,7,3,15,64,85.55,Placed
7895,4,66,9,2,20,71,100.0,Placed
7896,11,46,4,6,11,38,88.45,Placed
7897,1,48,9,3,20,69,86.37,Placed
7898,3,82,8,5,14,41,81.61,Placed
7899,10,74,6,10,17,60,100.0,Placed
7900,7,97,8,8,9,66,100.0,Placed
7901,10,51,8,10,11,77,100.0,Placed
7902,3,60,4,2,19,67,88.96,Placed
7903,4,42,4,5,18,88,100.0,Placed
7904,2,54,7,11,4,58,54.53,Not Placed
7905,3,60,9,8,17,84,100.0,Placed
7906,9,49,7,1,18,88,100.0,Placed
7907,3,72,4,10,11,93,79.12,Placed
7908,11,85,9,10,0,35,94.17,Placed
7909,5,98,4,11,1,63,46.86,Not Placed
7910,2,91,4,4,2,82,72.73,Placed
7911,4,45,6,5,11,79,54.45,Not Placed
7912,7,41,8,10,13,72,80.34,Placed
7913,7,68,7,11,6,72,79.02,Placed
7914,3,94,7,3,3,55,76.86,Placed
7915,5,79,5,2,11,57,93.95,Placed
7916,1,72,6,3,7,80,59.8,Not Placed
7917,10,100,4,11,0,39,75.42,Placed
7918,10,43,4,5,4,64,83.01,Placed
7919,10,98,6,7,0,74,100.0,Placed
7920,11,43,9,2,14,52,100.0,Placed
7921,1,68,7,7,12,40,51.27,Not Placed
7922,5,76,4,6,12,39,85.75,Placed
7923,10,99,5,7,3,76,100.0,Placed
7924,9,99,7,7,14,52,100.0,Placed
7925,1,59,8,9,11,93,90.65,Placed
7926,1,80,6,7,7,47,52.37,Not Placed
7927,4,62,7,6,15,89,95.41,Placed
7928,4,84,8,10,11,54,79.5,Placed
7929,2,57,5,8,5,72,70.61,Placed
7930,9,88,9,7,14,55,100.0,Placed
7931,9,64,6,6,6,38,100.0,Placed
7932,2,40,9,4,4,47,55.89,Not Placed
7933,9,93,4,7,14,52,100.0,Placed
7934,6,54,9,8,11,47,87.63,Placed
7935,8,73,4,8,10,47,82.48,Placed
7936,10,87,8,4,3,73,100.0,Placed
7937,4,59,7,10,12,71,86.85,Placed
7938,2,93,5,9,17,95,100.0,Placed
7939,2,76,8,3,7,69,93.57,Placed
7940,9,66,5,9,6,72,84.85,Placed
7941,1,61,9,3,15,74,92.26,Placed
7942,7,90,5,7,2,61,75.46,Placed
7943,11,44,9,4,15,92,100.0,Placed
7944,3,73,5,5,15,60,89.06,Placed
7945,3,78,6,3,6,46,74.33,Placed
7946,2,42,8,2,12,36,76.52,Placed
7947,10,56,6,8,12,77,100.0,Placed
7948,6,63,7,7,20,92,100.0,Placed
7949,10,63,7,7,18,94,100.0,Placed
7950,2,42,4,8,17,54,54.73,Not Placed
7951,10,84,4,1,6,69,100.0,Placed
7952,4,46,4,8,19,89,96.88,Placed
7953,10,64,7,10,17,44,100.0,Placed
7954,9,95,5,5,17,42,100.0,Placed
7955,9,42,9,8,3,74,69.27,Not Placed
7956,6,54,5,9,8,80,75.01,Placed
7957,4,68,8,2,20,70,100.0,Placed
7958,7,89,7,3,15,65,100.0,Placed
7959,1,68,9,6,3,49,77.32,Placed
7960,4,49,9,9,7,76,70.81,Placed
7961,5,71,9,10,2,52,79.78,Placed
7962,8,62,4,10,8,88,99.65,Placed
7963,2,78,9,8,7,49,45.84,Not Placed
7964,5,48,9,6,11,53,82.71,Placed
7965,6,76,7,5,13,58,98.62,Placed
7966,5,91,5,3,9,69,100.0,Placed
7967,9,79,5,4,20,36,92.1,Placed
7968,10,53,6,7,16,47,100.0,Placed
7969,1,43,6,7,10,79,71.06,Placed
7970,3,59,8,3,9,91,100.0,Placed
7971,2,67,7,4,12,43,66.19,Not Placed
7972,3,53,6,3,1,91,81.92,Placed
7973,10,83,6,2,0,69,90.99,Placed
7974,9,73,7,6,0,36,99.72,Placed
7975,9,52,5,7,15,80,100.0,Placed
7976,10,70,8,4,9,50,90.83,Placed
7977,2,72,8,5,9,80,76.41,Placed
7978,3,91,8,8,6,70,92.39,Placed
7979,4,78,6,9,6,36,63.66,Not Placed
7980,9,67,5,7,0,50,87.8,Placed
7981,3,64,8,10,12,42,85.81,Placed
7982,7,71,7,1,4,92,100.0,Placed
7983,3,48,8,11,2,35,55.53,Not Placed
7984,7,67,4,3,12,52,81.34,Placed
7985,7,97,5,11,11,88,97.95,Placed
7986,9,70,4,5,17,75,100.0,Placed
7987,2,56,5,3,4,60,61.51,Not Placed
7988,6,92,9,1,4,78,100.0,Placed
7989,9,62,7,2,1,39,80.78,Placed
7990,2,52,9,8,5,55,79.06,Placed
7991,2,94,6,7,6,69,60.39,Not Placed
7992,5,49,6,10,0,74,59.77,Not Placed
7993,10,55,9,3,2,62,89.47,Placed
7994,10,45,5,4,19,88,100.0,Placed
7995,10,87,8,3,1,60,100.0,Placed
7996,8,50,4,4,9,66,73.51,Placed
7997,11,97,7,8,10,94,100.0,Placed
7998,9,91,8,9,20,82,100.0,Placed
7999,2,42,6,7,12,84,85.44,Placed
8000,5,67,8,9,15,78,90.62,Placed
8001,7,100,9,9,19,78,100.0,Placed
8002,6,80,9,7,10,55,93.4,Placed
8003,6,54,4,7,17,38,71.72,Placed
8004,7,99,6,8,10,93,100.0,Placed
8005,3,52,5,10,0,76,53.98,Not Placed
8006,3,81,7,3,17,75,100.0,Placed
8007,10,91,9,8,19,70,100.0,Placed
8008,9,95,7,1,4,58,100.0,Placed
8009,8,84,6,6,1,67,85.12,Placed
8010,5,56,5,2,17,39,80.54,Placed
8011,6,46,9,7,6,91,92.32,Placed
8012,11,67,4,3,10,37,82.79,Placed
8013,10,77,7,11,10,45,96.16,Placed
8014,1,52,6,10,12,79,80.17,Placed
8015,10,99,7,5,3,66,97.14,Placed
8016,1,56,5,10,0,56,51.15,Not Placed
8017,4,54,4,2,17,45,82.06,Placed
8018,2,75,5,1,11,92,94.38,Placed
8019,11,67,9,5,9,72,100.0,Placed
8020,7,54,8,9,7,93,94.16,Placed
8021,2,85,5,9,2,56,61.61,Not Placed
8022,10,92,5,7,6,38,91.07,Placed
8023,2,50,7,9,19,73,78.04,Placed
8024,5,95,5,4,10,37,95.28,Placed
8025,4,70,6,3,6,88,77.16,Placed
8026,8,43,9,11,6,44,71.36,Placed
8027,4,74,7,4,8,71,96.08,Placed
8028,6,73,7,7,2,53,66.53,Not Placed
8029,5,91,8,8,10,52,87.75,Placed
8030,11,66,9,2,16,62,100.0,Placed
8031,2,49,6,5,7,65,61.0,Not Placed
8032,11,69,9,5,19,51,100.0,Placed
8033,8,84,5,9,1,58,73.86,Placed
8034,2,59,8,3,20,35,83.76,Placed
8035,9,68,6,6,19,39,100.0,Placed
8036,9,97,8,10,0,66,100.0,Placed
8037,3,92,9,5,15,87,100.0,Placed
8038,4,68,4,2,3,51,63.24,Not Placed
8039,8,62,9,2,8,91,100.0,Placed
8040,9,96,5,4,7,55,100.0,Placed
8041,3,89,8,4,0,75,73.09,Placed
8042,5,60,4,7,7,77,66.54,Not Placed
8043,11,87,5,1,4,56,100.0,Placed
8044,8,82,8,11,0,73,100.0,Placed
8045,3,49,8,6,6,73,71.68,Placed
8046,7,80,9,11,14,68,100.0,Placed
8047,11,51,8,9,6,48,90.36,Placed
8048,8,69,8,2,0,50,67.25,Not Placed
8049,10,100,7,5,8,39,100.0,Placed
8050,11,90,8,10,0,52,74.39,Placed
8051,3,72,9,11,11,38,58.29,Not Placed
8052,2,57,7,10,6,78,67.17,Not Placed
8053,10,53,7,4,8,85,100.0,Placed
8054,7,61,4,4,4,62,63.57,Not Placed
8055,9,60,5,8,11,79,100.0,Placed
8056,1,40,7,6,1,61,47.98,Not Placed
8057,3,88,6,7,17,40,81.86,Placed
8058,5,82,7,11,8,45,78.69,Placed
8059,3,91,6,9,0,81,80.61,Placed
8060,1,99,4,3,9,55,74.04,Placed
8061,7,54,6,11,13,51,98.29,Placed
8062,7,75,4,2,20,65,100.0,Placed
8063,10,86,4,3,13,68,100.0,Placed
8064,8,93,4,8,6,47,100.0,Placed
8065,5,61,6,9,11,57,100.0,Placed
8066,10,71,6,10,5,91,100.0,Placed
8067,5,97,4,5,12,35,60.29,Not Placed
8068,5,85,4,8,7,38,72.25,Placed
8069,1,93,5,11,20,64,77.36,Placed
8070,10,72,4,7,1,65,100.0,Placed
8071,5,97,8,9,9,81,100.0,Placed
8072,6,80,5,4,5,50,73.9,Placed
8073,1,98,5,10,15,77,88.09,Placed
8074,11,78,5,3,9,37,100.0,Placed
8075,7,62,8,9,14,46,83.05,Placed
8076,1,82,5,8,20,46,85.15,Placed
8077,11,94,5,7,19,45,100.0,Placed
8078,2,41,6,1,9,50,63.74,Not Placed
8079,2,41,9,2,10,63,62.31,Not Placed
8080,5,77,6,9,20,87,100.0,Placed
8081,10,94,4,5,1,55,100.0,Placed
8082,7,90,4,1,9,79,100.0,Placed
8083,1,68,7,9,20,78,81.51,Placed
8084,10,91,9,1,11,76,100.0,Placed
8085,1,85,8,8,10,92,93.49,Placed
8086,1,99,6,5,14,77,72.76,Placed
8087,6,42,4,11,3,84,68.8,Not Placed
8088,2,78,8,6,4,39,62.42,Not Placed
8089,1,46,5,1,0,86,68.81,Not Placed
8090,6,75,8,2,0,47,76.06,Placed
8091,2,68,6,7,9,51,85.32,Placed
8092,6,94,9,2,3,46,93.58,Placed
8093,10,76,7,5,12,51,93.39,Placed
8094,8,88,6,11,13,35,86.97,Placed
8095,2,97,9,9,18,42,98.97,Placed
8096,11,75,4,5,4,50,91.55,Placed
8097,9,62,4,3,10,49,94.69,Placed
8098,8,84,8,11,7,53,91.35,Placed
8099,10,55,6,6,0,59,60.56,Not Placed
8100,1,87,4,7,4,65,57.63,Not Placed
8101,7,70,5,10,20,76,100.0,Placed
8102,10,73,5,11,17,36,100.0,Placed
8103,6,89,7,10,12,91,100.0,Placed
8104,6,40,8,11,4,93,70.16,Placed
8105,6,57,4,8,6,59,57.21,Not Placed
8106,6,97,7,3,11,65,100.0,Placed
8107,10,79,5,11,1,38,77.3,Placed
8108,7,82,7,4,12,38,96.71,Placed
8109,3,95,7,10,13,86,84.78,Placed
8110,6,95,4,4,5,46,80.95,Placed
8111,3,54,4,2,15,51,69.82,Not Placed
8112,7,87,4,7,9,55,77.83,Placed
8113,7,88,8,4,10,63,100.0,Placed
8114,8,56,7,4,0,56,78.57,Placed
8115,2,83,7,8,14,70,74.0,Placed
8116,9,49,8,6,15,74,100.0,Placed
8117,5,59,5,6,9,50,66.99,Not Placed
8118,9,45,6,11,9,49,79.44,Placed
8119,10,47,5,9,2,64,77.75,Placed
8120,5,84,8,4,10,80,100.0,Placed
8121,7,73,7,9,10,85,100.0,Placed
8122,11,100,7,1,15,45,100.0,Placed
8123,9,71,4,11,5,91,100.0,Placed
8124,4,90,4,9,8,47,50.03,Not Placed
8125,2,93,7,1,0,57,77.12,Placed
8126,9,81,7,7,5,74,100.0,Placed
8127,2,43,9,6,17,89,95.74,Placed
8128,3,83,4,7,12,75,79.27,Placed
8129,10,89,4,9,1,68,100.0,Placed
8130,2,78,5,10,18,54,81.47,Placed
8131,3,59,7,4,1,36,63.45,Not Placed
8132,6,63,7,9,3,42,58.64,Not Placed
8133,3,63,8,3,3,52,79.72,Placed
8134,10,94,5,10,9,90,100.0,Placed
8135,8,65,6,11,16,88,94.77,Placed
8136,11,64,6,11,15,41,100.0,Placed
8137,6,75,6,9,20,77,100.0,Placed
8138,7,46,9,1,7,65,100.0,Placed
8139,1,49,4,5,5,95,66.0,Not Placed
8140,3,97,6,10,1,56,74.89,Placed
8141,3,86,8,5,14,62,100.0,Placed
8142,2,51,4,1,10,59,65.24,Not Placed
8143,7,40,4,1,20,86,95.14,Placed
8144,9,91,6,3,15,35,100.0,Placed
8145,4,89,4,9,3,66,73.64,Placed
8146,5,64,5,7,10,59,82.67,Placed
8147,3,55,5,6,13,82,83.61,Placed
8148,11,44,6,9,7,50,83.74,Placed
8149,9,58,8,4,5,63,91.21,Placed
8150,4,43,4,4,20,76,99.4,Placed
8151,5,45,7,3,18,58,63.11,Not Placed
8152,1,65,6,5,3,51,37.35,Not Placed
8153,11,88,9,5,3,95,100.0,Placed
8154,2,78,4,10,5,76,45.15,Not Placed
8155,9,95,6,7,10,40,97.67,Placed
8156,2,94,6,7,0,48,64.6,Not Placed
8157,5,78,8,6,1,60,82.95,Placed
8158,8,48,7,4,8,94,93.01,Placed
8159,3,84,4,7,15,62,66.98,Not Placed
8160,6,91,6,2,5,81,100.0,Placed
8161,4,53,6,9,8,70,78.23,Placed
8162,11,87,4,7,18,65,100.0,Placed
8163,7,94,6,2,4,61,82.01,Placed
8164,10,48,6,10,20,36,100.0,Placed
8165,3,54,6,2,9,53,74.31,Placed
8166,6,76,5,6,6,62,73.44,Placed
8167,10,89,5,11,1,79,90.33,Placed
8168,9,92,7,7,19,78,100.0,Placed
8169,11,59,8,9,3,91,99.67,Placed
